1105	1161	974	1646	1404	
1144	1892	647	670	400	
1468	240	544	912	310	
1893	13	1043	1969	1372	
1729	1546	738	1413	724	
1429	1277	1992	617	265	
1946	1084	1321	28	1713	
695	1299	1842	1616	1831	
1180	1484	23	569	1633	
1776	918	1429	689	1525	
1896	854	1718	1498	1504	
1220	353	120	1976	1790	
1060	155	1788	1883	477	
1979	1625	846	405	1696	
904	1912	1887	707	2	
1531	1777	96	367	403	
1872	844	1484	1210	1077	
1382	847	1636	1896	0	
1791	1517	1769	1508	466	
1196	1546	817	26	1163	
1310	1249	1333	1743	1642	
1310	1413	1131	880	1519	
40	1866	1657	1642	837	
367	144	557	1534	1314	
277	159	215	1966	1309	
1314	678	1930	1135	1175	
1983	769	1750	146	674	
1512	791	1489	1998	1617	
1713	1371	665	843	716	
1760	147	1394	1140	1244	
1306	905	1230	1709	72	
1692	1579	918	50	106	
1054	901	968	1641	1240	
1467	1448	1826	42	16	
1199	916	801	569	551	
542	779	1537	1369	311	
344	415	1142	1783	1489	
648	1109	1320	744	71	
522	1247	1395	1326	1703	
547	1401	612	995	706	
501	438	1976	981	1595	
755	1318	1370	1080	1498	
1291	1401	1874	321	1875	
745	1694	1010	1339	1230	
592	415	119	658	728	
987	1466	1106	944	100	
1498	400	1174	895	26	
1731	632	1137	1250	1620	
559	1035	1919	1205	1515	
767	793	1246	1103	923	
1058	1209	1814	1011	629	
983	1755	1675	1201	482	
502	855	538	1535	225	
1145	1437	763	420	1011	
666	1264	1461	343	779	
230	1094	1408	995	1652	
1262	1684	1793	1890	739	
394	804	1506	960	1259	
1470	837	1154	582	663	
836	1095	886	952	1021	
1134	1880	967	917	1458	
127	1827	761	1492	253	
434	1835	667	1229	1860	
1949	579	537	1783	810	
500	563	1267	297	594	
637	1536	1558	376	846	
544	1856	655	557	1084	
48	486	1630	1532	998	
1820	598	1717	13	1355	
461	669	733	337	392	
1602	1483	811	1690	1980	
302	464	1648	670	762	
220	1151	1089	21	986	
1981	1358	808	344	1806	
962	1129	911	950	1605	
983	1986	1505	1838	1215	
522	450	147	734	720	
1161	1086	897	1892	162	
1568	220	1970	622	1122	
712	944	757	1529	458	
1281	192	541	157	1789	
562	370	296	1923	1413	
1951	946	1601	1660	180	
1251	1476	855	1557	1486	
55	1756	515	87	746	
682	1480	576	921	121	
796	562	1760	283	1636	
1674	1702	850	1912	1822	
771	1904	293	1739	1363	
525	857	1394	1663	746	
1896	1669	1585	1945	1363	
1644	1818	1213	203	1570	
1996	484	1488	1427	734	
1081	611	682	317	1349	
1430	1858	910	1563	1012	
1978	836	1590	139	1510	
460	263	1276	1621	1549	
994	139	1031	1740	1856	
846	314	1202	647	1820	
262	1018	1742	200	215	
1086	1568	1108	927	743	
1182	1380	1646	1743	951	
1878	836	148	493	1825	
1339	188	1111	708	735	
928	1410	1842	1471	1355	
798	1765	331	1794	1911	
1957	765	923	1674	1223	
1278	459	376	1512	1472	
1577	275	1765	99	823	
966	1418	402	1542	79	
1342	1961	603	1732	370	
1662	622	320	403	693	
1655	1688	82	1017	1106	
713	1583	423	1949	394	
1	268	1194	1843	838	
1832	1612	1679	1520	1007	
706	827	928	328	1665	
578	71	1222	1912	282	
1265	753	628	1529	1328	
51	435	1606	1776	65	
1051	1323	266	517	1209	
1087	922	1783	548	1139	
355	1938	849	378	1635	
1805	270	1871	1517	1832	
25	791	1308	574	1623	
1653	1331	1646	727	1340	
325	1061	1062	1376	1532	
280	1507	1962	756	651	
566	631	186	238	986	
86	926	964	97	1272	
451	1476	348	760	1652	
713	1069	1493	1327	1739	
1390	101	471	870	157	
465	786	1408	1915	173	
1769	1665	1811	410	1229	
756	1646	1156	790	604	
510	1776	1694	1841	1542	
97	60	374	677	1616	
599	314	1335	909	1625	
189	1642	185	438	1730	
146	32	1812	237	1899	
1906	174	1115	997	1127	
935	1214	1255	1748	1002	
1724	1962	1669	1241	1556	
792	591	731	386	183	
1421	920	1598	41	821	
1326	862	104	1990	467	
854	121	1632	751	920	
966	101	1780	58	1150	
244	1246	1712	745	169	
746	584	1570	546	757	
1532	746	153	1992	852	
472	785	1246	15	332	
315	143	1144	958	967	
776	187	2	1842	154	
423	1363	1431	1962	318	
1455	653	781	1042	1730	
1360	742	196	1483	665	
1896	168	420	1116	423	
6	751	853	79	593	
841	361	1003	1999	777	
108	1617	1118	1463	1206	
1052	1170	1071	1560	1687	
649	1345	934	669	1553	
655	1236	665	798	1700	
438	1369	907	1493	1266	
660	1703	1080	763	30	
525	1054	1529	1716	1018	
1274	1429	602	595	1914	
123	1203	490	122	707	
1184	1720	1358	542	1758	
849	1634	1089	919	1401	
1449	378	1270	1442	304	
228	317	209	1366	533	
880	276	1412	991	305	
94	1099	701	1359	1836	
598	452	188	1052	959	
1933	725	414	1343	1295	
1642	1765	400	1903	1852	
1920	1700	61	677	906	
113	1317	1256	328	624	
1293	1848	1767	1087	1779	
1387	1589	1965	1353	1092	
1398	759	615	1535	1037	
1814	1157	1462	986	21	
1178	1187	1223	94	689	
834	1125	718	1745	1857	
1501	806	1002	1508	149	
630	605	1008	566	1822	
310	1726	1322	869	236	
627	1997	376	974	1366	
1249	630	462	1323	1555	
646	286	1547	577	369	
636	1959	680	1020	1171	
260	73	776	1006	946	
1618	1322	330	1387	975	
554	1881	1635	447	1265	
1943	1579	1290	1548	1249	
99	1873	1394	1365	1457	
1267	532	915	910	364	
1811	256	1917	131	268	
1363	637	1211	1657	701	
1130	354	1378	1918	67	
1390	992	1995	1912	616	
602	892	1976	1153	1524	
749	1716	1355	1429	1786	
1048	591	1662	1680	1663	
774	126	1707	108	349	
1518	668	24	1023	52	
1487	477	115	1842	1791	
238	1268	701	1606	1257	
774	1268	1676	1567	1505	
1816	1260	696	834	983	
692	622	1739	1535	1616	
556	261	106	1787	364	
745	345	1987	1743	1549	
110	327	545	1630	20	
352	435	145	891	331	
1191	1915	923	638	780	
404	1219	216	1005	213	
879	1547	1368	1091	328	
1650	1300	701	1145	54	
525	1374	1009	263	1792	
557	101	1638	734	1618	
1881	1421	1892	556	1895	
1704	541	567	805	115	
1204	1805	1106	1191	321	
227	997	1648	1441	758	
1967	402	1208	968	1399	
1078	316	1658	269	787	
45	1700	593	91	481	
1514	1283	857	1267	1768	
1307	666	1225	1647	499	
1546	1299	1928	533	1766	
42	1937	588	1369	832	
1927	260	776	553	1212	
544	944	1105	1408	1868	
148	1082	782	1833	434	
1549	898	1766	332	1465	
306	215	1609	537	742	
991	267	1109	366	967	
351	1544	1300	767	779	
1678	604	1413	372	634	
1986	1086	1554	1737	160	
462	1630	1919	1394	1908	
751	759	1587	669	1791	
1284	459	996	864	143	
344	1393	757	9	1871	
1440	964	1816	26	200	
1560	219	1605	1470	1846	
764	1363	741	334	175	
751	657	1928	1341	241	
1818	1469	1459	733	1168	
793	1651	388	874	955	
303	919	1516	1042	334	
1129	1599	1156	1049	1978	
561	439	183	595	79	
270	659	103	1381	1702	
588	737	1606	1654	1535	
900	890	1737	1470	285	
917	709	1845	1737	1823	
287	438	374	1156	1631	
103	1108	1943	1395	156	
1162	924	1625	75	1647	
7	659	1579	1783	1016	
1175	944	1101	1027	1181	
1655	1385	283	758	984	
1161	1625	204	45	353	
1459	566	366	668	363	
1183	85	390	551	528	
352	1102	880	743	1959	
1739	53	1692	1545	356	
158	1888	1508	13	307	
1486	276	1502	1741	1704	
1798	1373	1301	1949	1626	
1270	1878	142	722	1935	
345	262	1906	962	1235	
987	1460	312	1180	1373	
1247	1181	965	1755	782	
632	1223	1207	240	489	
1116	1544	415	303	218	
1931	1286	33	343	437	
544	1951	1525	1268	877	
1628	1613	1567	61	662	
823	773	134	1479	1757	
846	1328	1488	1760	423	
841	661	485	964	1380	
1826	34	1477	375	1834	
295	1315	1407	151	724	
1650	60	779	1906	1811	
1859	1490	351	528	1649	
387	1505	624	1680	1413	
1301	334	318	120	1257	
243	1642	607	1060	891	
1117	992	1842	1422	330	
1442	182	1931	1659	220	
173	962	1926	716	983	
964	97	748	1827	698	
1223	669	780	1682	944	
1211	1796	222	773	1166	
216	1800	311	141	95	
1687	810	1322	942	8	
1520	894	1147	1680	725	
104	1433	1383	1338	463	
503	1368	1460	1706	194	
1036	1911	1545	833	1449	
269	1622	1444	1144	450	
1574	1367	1881	1291	64	
449	217	597	854	720	
287	213	1345	1149	1905	
943	1483	1054	789	1540	
1312	342	731	198	632	
133	799	1193	1784	1594	
781	657	178	297	142	
460	1719	307	1965	590	
1980	815	1645	1933	260	
1553	1527	1180	590	1628	
358	870	596	693	1857	
1038	160	503	265	22	
1636	1266	849	1081	795	
503	1170	1638	780	255	
349	1764	1628	1393	18	
758	1340	1806	305	1803	
1837	1965	1079	420	1070	
1466	747	1366	1082	1924	
258	595	757	1149	8	
602	377	1218	1019	1409	
595	714	105	1567	549	
789	504	188	426	327	
970	486	1083	248	1519	
1811	1946	1122	1376	1771	
1538	36	1807	597	1544	
1267	176	1651	822	1465	
991	468	547	1904	884	
339	1159	1404	1260	734	
782	1434	544	1141	1718	
173	703	1730	667	93	
369	305	296	866	1304	
67	1004	144	1338	261	
1840	958	786	935	137	
84	1531	1779	940	1342	
1521	1737	1315	1036	572	
858	1775	1218	670	1067	
661	615	1817	36	323	
1651	224	1383	290	255	
1825	1519	1995	1185	1977	
512	416	294	1997	168	
1318	562	1345	172	1126	
996	152	1546	1049	1569	
665	631	686	831	14	
455	1640	1171	1268	1018	
1350	1648	1471	1135	284	
544	552	465	1597	664	
1207	1189	1445	1273	957	
5	1190	1115	1704	816	
1837	758	1204	413	715	
321	489	1342	1394	1101	
835	283	635	1317	1569	
402	771	805	75	1026	
288	132	221	1711	1490	
1335	232	1693	276	1113	
416	586	1599	903	82	
426	1831	755	449	1811	
1182	830	507	588	1446	
748	1446	1203	1223	1100	
565	233	1204	70	1762	
1161	193	1275	1447	711	
1440	1205	1651	1721	1966	
1965	1596	93	1928	791	
1328	587	1720	278	877	
490	1155	209	827	452	
757	718	250	528	150	
1404	871	1737	482	1230	
1186	1633	390	376	846	
372	1099	1711	1053	1504	
747	121	1531	633	663	
1060	1916	672	921	745	
1124	574	1789	1455	1800	
199	210	1871	1875	1336	
1412	1299	1692	295	1177	
1633	1288	612	217	1043	
714	1636	1343	1190	1637	
1843	652	144	1966	291	
1501	668	100	1600	902	
50	1813	523	123	530	
579	161	503	107	1206	
1335	293	1558	734	1605	
289	1786	811	1864	333	
418	1507	254	638	1328	
707	611	426	1466	804	
175	1797	1060	413	704	
30	1607	775	1322	1213	
1654	1891	1879	835	444	
440	1706	1175	1415	719	
1786	33	552	1200	1197	
618	1338	665	735	1249	
1598	1627	1822	262	1789	
1149	453	338	1583	847	
1836	1440	1391	1632	1359	
83	978	1577	1168	858	
1391	1619	1159	386	1578	
554	905	1308	866	1654	
932	1442	680	1786	1718	
912	536	301	359	85	
321	1842	1570	1828	1455	
1345	20	1297	18	586	
514	1023	1309	1295	1186	
1205	149	1287	394	1399	
1150	910	1669	1944	1246	
1805	1495	372	198	77	
226	176	1714	572	189	
626	358	549	1098	1536	
1792	1871	9	1678	695	
1098	1128	1966	431	463	
387	1772	1684	774	1367	
1588	1194	691	397	613	
807	1644	1689	1138	1510	
1091	160	1414	1743	1961	
593	93	1082	167	1413	
410	1763	1309	100	1292	
724	895	1757	1123	116	
1630	1194	1222	840	1773	
539	1900	1958	1582	1209	
1049	1352	1488	1233	859	
1487	1561	416	1847	1158	
1399	865	1540	1749	716	
1860	1336	972	1043	928	
1931	295	1917	181	1505	
1221	1279	1625	1217	548	
1485	78	885	1849	754	
1314	1407	937	732	1339	
1203	116	406	470	679	
94	1342	1353	809	1802	
1234	891	257	1957	364	
621	758	1493	904	1809	
1955	1648	79	915	1691	
1484	999	191	763	630	
995	1672	881	1565	1793	
1188	452	1150	1547	106	
860	1531	1717	982	485	
1393	1043	486	976	1664	
773	1837	851	123	1168	
396	1455	1074	804	625	
209	1010	1377	1848	1292	
1549	656	1234	731	1040	
265	1000	1545	1846	1492	
1475	1606	204	641	387	
1320	685	1458	1277	1036	
797	1197	867	1941	1955	
1236	1236	1401	432	655	
394	1073	323	1142	533	
1551	1929	562	1331	1195	
84	1970	888	172	738	
1095	605	1794	456	1442	
1338	580	361	1918	1918	
1076	370	1436	531	379	
1737	1661	1228	691	1152	
1860	541	49	181	566	
1090	539	681	164	41	
429	1278	537	491	873	
471	869	1548	44	1316	
175	281	53	804	1040	
447	1670	465	406	67	
1491	1484	1570	953	1049	
1199	307	410	264	1700	
17	1856	587	945	1206	
1003	922	596	1189	43	
411	365	335	978	311	
881	1619	112	787	1099	
259	1054	153	1234	299	
281	30	1092	1115	527	
1044	830	790	835	1402	
666	175	618	425	1867	
1568	1722	275	1666	458	
823	403	1372	1226	469	
1057	1656	1556	814	889	
431	1616	179	1505	1083	
1250	1488	1340	523	1199	
1550	1184	143	1487	199	
569	1781	62	1177	1272	
52	26	820	1064	1642	
1617	1955	1393	475	12	
799	350	939	8	1145	
1541	1681	1589	766	1811	
502	195	478	1699	545	
1503	644	231	1906	361	
1222	588	362	61	510	
772	1878	215	1313	775	
453	1248	428	1660	1845	
1804	751	1583	370	1640	
1548	915	328	1567	1007	
1559	7	423	1245	1102	
438	714	230	1105	1422	
99	465	473	106	1648	
1944	1422	1946	503	58	
1612	1501	212	515	1391	
1493	1998	715	1709	244	
271	780	1893	1723	446	
1659	855	1228	920	1428	
1315	1940	1493	1460	355	
295	1510	152	803	41	
479	1825	1078	417	331	
1759	300	1403	1756	1527	
1924	611	446	1266	1193	
109	1477	858	122	1081	
1929	1526	883	838	447	
1320	127	320	1195	980	
454	1587	701	1960	1910	
667	30	39	1003	1924	
1298	343	173	1949	413	
1569	250	187	1736	594	
998	1120	1354	629	293	
1550	757	1557	561	3	
1239	57	70	936	112	
1156	983	647	380	448	
976	1755	1455	808	651	
989	1975	1388	1733	290	
1382	886	504	642	354	
1220	672	1100	1790	1934	
44	320	664	1803	276	
1723	1474	1252	1190	1771	
1931	1622	1742	1609	776	
694	875	1252	21	460	
1530	109	291	30	1712	
894	826	1748	949	1885	
242	360	1445	928	812	
1889	67	1901	1683	317	
1150	565	1828	1280	1170	
1145	1869	1052	1841	1450	
447	1989	824	1770	1177	
340	1473	582	778	953	
444	29	675	1134	1568	
187	3	804	1044	181	
896	783	1996	129	1298	
1111	1799	548	629	1387	
1121	786	120	550	72	
1398	866	994	1304	1135	
1965	1034	1304	847	1295	
962	1280	1765	1190	935	
1339	1456	1917	1897	1152	
1736	1591	483	1851	1994	
1824	1150	646	1688	221	
120	1305	1676	159	1040	
532	416	824	600	1530	
1612	1398	1277	558	1557	
941	1643	331	1702	66	
500	1829	1414	812	1059	
155	1586	1720	1614	496	
506	1822	1390	1841	1809	
435	1736	534	1931	1466	
15	66	564	517	450	
981	408	1655	776	221	
50	1178	939	1404	1514	
316	1932	374	1541	1419	
1819	1785	1138	834	213	
1097	929	807	1339	546	
1817	316	114	319	1214	
1244	491	406	1741	953	
277	113	1069	1589	228	
80	1641	192	1565	1718	
491	1769	868	202	1925	
902	537	488	1275	682	
548	383	1397	570	1078	
1562	1807	279	1060	1893	
949	287	79	1050	411	
1965	608	154	1559	1923	
807	1547	1207	436	482	
374	1634	1837	445	228	
984	213	41	818	1964	
1087	1366	1242	11	313	
267	1957	187	300	1454	
681	507	1900	1222	1006	
1803	618	30	1462	1386	
1049	717	1919	310	1188	
1470	1413	1155	984	1447	
1475	1669	1672	1427	1784	
89	1582	645	1927	1353	
461	1289	1949	1746	1746	
68	1712	966	1005	662	
575	887	983	1012	1210	
1408	1067	1015	88	837	
515	1257	1005	1790	281	
1849	1144	1078	744	1173	
639	541	10	1833	979	
851	17	242	1775	1904	
252	1930	162	1996	1912	
1532	1954	209	281	1346	
549	626	1293	124	1669	
268	781	747	513	229	
341	717	556	1447	1262	
601	223	1187	1930	330	
1191	1500	1454	1906	254	
178	105	512	1580	493	
1555	1500	1256	1322	1526	
760	1394	294	857	438	
28	1891	465	734	535	
128	1078	1526	1252	898	
988	1190	1598	1363	1803	
575	1699	1796	1365	269	
1120	440	117	1836	1792	
1887	63	512	373	1458	
65	82	212	368	1825	
67	832	1232	341	1456	
1079	1835	29	842	761	
1024	1885	1621	1707	1520	
1077	1047	373	1881	650	
1060	510	1516	1292	1429	
1534	1829	1344	1170	134	
383	685	217	1230	114	
1180	1846	404	1735	1434	
1839	535	1252	118	1928	
1956	482	517	1413	1992	
620	191	696	737	1311	
1741	726	500	1506	1458	
1515	218	453	1492	1616	
501	1343	1027	1581	734	
149	1666	485	618	635	
1382	631	770	1955	1168	
1612	181	1071	723	1746	
974	813	1533	324	636	
322	97	148	72	509	
1308	347	1047	1703	1153	
1317	886	903	30	720	
1887	500	490	1387	846	
239	43	1520	623	1280	
1475	955	713	986	1277	
1747	510	848	1015	1986	
655	281	1162	1075	1926	
101	1223	1669	551	418	
1490	1099	1965	4	822	
935	780	1814	85	656	
271	7	839	1638	1117	
1417	1212	1094	473	602	
124	1169	1699	1218	641	
1139	1958	754	484	234	
630	1765	1137	890	849	
410	1445	1564	1444	1827	
16	1261	1912	1229	1574	
1193	75	827	575	1346	
430	1561	1606	1116	1386	
1115	902	945	196	945	
725	1095	1023	1634	1468	
602	47	1715	1465	1546	
753	414	1417	1046	1547	
654	1017	1445	1742	583	
1090	259	1288	1760	1378	
576	1337	1918	828	1682	
1628	699	1902	518	1349	
1778	234	1643	1722	1583	
243	1052	844	1033	1011	
924	1360	797	640	749	
1915	1886	1060	1680	1888	
1513	451	969	1451	1619	
1333	1145	1090	680	1847	
868	637	1180	1452	421	
303	1437	517	1631	228	
158	256	859	690	12	
950	1526	98	1760	234	
1262	34	313	291	70	
1638	1672	262	892	1481	
1924	1991	1604	1283	645	
558	411	77	623	1151	
1166	1390	961	1060	358	
350	1084	1544	212	1294	
1660	312	1232	77	1603	
515	1784	1419	367	142	
1751	238	773	1846	1139	
1206	908	1859	1546	1294	
1310	1657	694	521	848	
1837	1906	168	1711	501	
258	744	1999	505	1327	
298	376	590	1426	721	
620	1407	1308	800	190	
393	1020	427	1855	1424	
289	423	1032	1330	1795	
1607	264	884	1799	1911	
429	1766	337	196	1316	
458	459	981	188	1209	
1829	133	4	802	928	
912	533	640	1305	1645	
1367	1	137	691	1117	
1527	1900	609	1948	1820	
928	200	1970	163	1133	
845	224	1214	924	329	
294	1468	1261	1191	71	
81	878	1494	1847	795	
1331	1401	755	1133	190	
632	721	1123	1206	146	
1350	491	1474	1958	417	
1491	865	556	75	1762	
656	147	1275	738	101	
186	1660	936	604	305	
1512	181	1582	151	1289	
749	391	410	1659	1327	
1533	196	991	1990	0	
1858	79	711	598	973	
1440	1518	850	74	606	
1304	1986	1043	1936	1095	
643	1454	951	1063	1897	
754	1902	988	1365	1727	
216	1643	700	80	758	
1840	1579	244	335	619	
1255	1315	364	1213	1756	
927	1808	1773	1215	366	
1099	1865	298	1488	732	
1012	1876	1163	1609	63	
1312	544	1087	250	932	
1813	664	1746	575	1103	
686	1590	1505	1170	1143	
1032	1835	298	473	1258	
1378	890	1880	1711	794	
384	765	1089	557	545	
1303	398	1211	1860	1937	
1389	576	564	461	1236	
967	1420	404	845	1328	
572	196	978	1003	1398	
1956	987	84	280	1008	
228	1827	1302	992	1854	
418	1386	1931	1396	1439	
1581	938	1184	1134	625	
1248	1693	1984	1726	1920	
1583	191	195	1408	1344	
1363	356	898	1511	364	
1863	1775	1281	136	953	
1961	22	487	1887	802	
1878	195	740	533	642	
1611	195	1186	1814	850	
1014	1063	1574	295	1267	
1383	1850	915	1384	1363	
1423	716	1852	1352	1502	
242	670	1106	1034	1757	
883	904	1356	696	140	
1675	1992	1834	811	814	
46	620	524	1925	1195	
1111	182	404	472	605	
581	58	1151	973	1759	
764	1766	1940	1673	1880	
1037	1968	604	1193	13	
378	106	1079	1137	1237	
868	373	1298	727	472	
1345	229	1356	1666	995	
29	835	668	564	266	
1042	935	622	398	424	
1305	290	1169	1424	87	
120	1246	1148	1270	1846	
306	1024	375	1495	1206	
338	1189	1740	413	762	
1071	1514	577	889	1172	
488	557	56	749	1715	
98	987	1059	798	779	
1200	1403	625	1587	1435	
1159	1360	1379	64	904	
1887	286	1114	1267	905	
810	1605	1994	1243	454	
1881	1730	1079	1104	734	
1532	1151	461	940	1010	
1233	506	1692	733	886	
1487	818	1378	1413	1835	
1829	1042	818	1421	355	
408	1125	922	200	1227	
1574	282	1756	942	1593	
758	1965	945	1477	1876	
1953	1551	258	1896	78	
924	1909	1586	423	522	
320	515	663	1926	152	
903	224	810	1588	530	
695	729	237	413	709	
951	765	1727	1805	872	
310	1846	1010	470	678	
753	436	1077	1014	202	
1395	181	969	99	1261	
712	76	1165	234	825	
1297	978	131	921	357	
1368	1654	1846	608	353	
438	1017	993	844	1497	
770	1325	523	854	1768	
718	225	1429	1136	189	
1486	492	63	167	323	
953	606	1561	97	1684	
1463	981	1967	164	743	
1202	422	1619	1327	828	
374	835	1556	1302	208	
1817	765	1557	855	987	
1918	1104	769	99	76	
1344	669	264	1277	588	
1667	1406	966	675	1193	
1658	693	1086	1610	260	
294	928	1591	1839	1284	
1926	956	33	343	803	
1925	377	1401	618	895	
471	958	292	334	476	
1213	605	630	1828	1111	
1664	663	361	313	777	
1783	443	524	1124	1424	
915	1101	504	1584	1210	
966	1799	463	1085	1153	
1654	1361	1468	1822	1031	
1547	736	603	624	1488	
1111	1001	775	1253	1321	
190	206	334	1338	1898	
554	697	740	1756	1985	
1932	1235	1272	609	1461	
853	1232	313	287	945	
1668	976	1775	1049	231	
1407	1813	1326	1794	1093	
902	37	925	1130	922	
1553	367	550	1409	349	
133	217	491	777	1335	
511	1622	173	1059	834	
604	867	1671	956	299	
1195	1680	1460	1062	110	
411	466	751	1502	1138	
1909	185	1033	685	246	
1617	1103	935	1907	1482	
1739	55	979	1823	902	
977	1066	1785	1437	796	
559	1075	909	451	1816	
695	1175	1851	753	576	
1691	824	390	1176	1602	
1981	1672	184	1062	1722	
1440	925	434	37	1469	
1515	1560	256	1889	197	
764	407	1764	790	1672	
652	170	1464	784	1340	
563	1164	9	1188	1290	
1338	1284	1438	1812	79	
845	824	628	175	1509	
273	66	511	1882	473	
146	1614	1372	1543	44	
1985	1036	1818	231	1104	
1730	78	1303	516	1192	
350	381	644	722	1849	
1515	650	1241	1155	1566	
1693	574	827	606	838	
1141	1911	926	1065	436	
917	1234	1775	1196	810	
706	1887	1064	1826	219	
607	459	305	778	970	
1408	678	673	1580	1645	
511	1115	871	1782	642	
125	1202	1981	1295	536	
645	1789	1648	927	737	
761	367	1796	75	1828	
452	836	1082	639	1798	
1106	699	1120	852	885	
406	259	926	355	228	
800	98	234	164	1209	
809	1506	108	727	65	
1355	611	654	1530	637	
1998	99	1752	825	549	
4	1276	1536	1728	592	
704	1137	1996	752	377	
489	1000	1994	37	1085	
